text,target
"From: mbeaving@bnr.ca (M Beavington)
Subject: Re: Insurance and lotsa points...
Nntp-Posting-Host: bmerh824
Reply-To: MBEAVING@BNR.CA
Organization: BNR Ottawa, DMS Software Design
Lines: 15

In article <13386@news.duke.edu>, infante@acpub.duke.edu (Andrew  Infante) writes:
|> Well, it looks like I'm F*cked for insurance.
|> 
|> I had a DWI in 91 and for the beemer, as a rec.
|> vehicle, it'll cost me almost $1200 bucks to insure/year.
|> 
|> Now what do I do?
|> 

Go bikeless.  You drink and drive, you pay. No smiley.


Mike Beavington
mbeaving@bnr.ca
*opinions are my own and not my companies'.
",8
"From: sandvik@newton.apple.com (Kent Sandvik)
Subject: Re: The Inimitable Rushdie (Re: An Anecdote about Islam
Organization: Cookamunga Tourist Bureau
Lines: 16

In article <115288@bu.edu>, jaeger@buphy.bu.edu (Gregg Jaeger) wrote:
> He'd have to be precise about is rejection of God and his leaving Islam.
> One is perfectly free to be muslim and to doubt and question the
> existence of God, so long as one does not _reject_ God. I am sure that
> Rushdie has be now made his atheism clear in front of a sufficient 
> number of proper witnesses. The question in regard to the legal issue
> is his status at the time the crime was committed. 

Gregg, so would you consider that Rushdie would now be left alone,
and he could have a normal life? In other words, does Islam support
the notion of forgiving?

Cheers,
Kent
---
sandvik@newton.apple.com. ALink: KSAND -- Private activities on the net.
",0
"From: Charlie Fulton <charlie@isis.mit.edu>
Subject: Re: Abortion
Organization: Ctr for Advanced Rsrch in Oppressive Binarisms
Lines: 16
Distribution: world
NNTP-Posting-Host: barabajagal-too.mit.edu
X-UserAgent: Nuntius v1.1

In article <C5n2xM.vsD@watson.ibm.com> Larry Margolis, 
margoli@watson.ibm.com writes:
>In <17858.459.uupcb@ozonehole.com> anthony.landreneau@ozonehole.com 
(Anthony 
>Landreneau)  writes:
>>
>>The rape has passed, there is nothing that will ever take that away.
>
>True.  But forcing her to remain pregnant continues the violation of
>her body for another 9 months.  I see this as being unbelievably cruel.

If she doesn't welcome the excruciating pain of labor, the
selfish bitch deserves to die in childbirth.  She was probably
lying about the rape anyway.

Charlie
",19
"From: ob00@ns1.cc.lehigh.edu (OLCAY BOZ)
Subject: Re: Postscript view for DOS or Windows?
Organization: Lehigh University
Lines: 21


Where can I find the MS windows version of ghostscript? Thanks..


In article <HJSTEIN.93Apr15145240@sunrise.huji.ac.il>, hjstein@sunrise.huji.ac.i
l (Harvey J. Stein) writes:
>I've been using version 2.5.2 of ghostscript, and I'm quite satisfied
>with it.  There are, actually, 3 versions:  a plain dos version, a 386
>version, and a windows version.
>
>Harvey Stein
>hjstein@math.huji.ac.il
>
-- 
____________________________________________________________________________
****************************************************************************

            _m_
        _    0___
         \ _/\__ |/
            \   /|
",2
"From: jake@bony1.bony.com (Jake Livni)
Subject: Re: Final Solution for Gaza ?
Organization: The Department of Redundancy Department
Lines: 19

In article <2BDCCB7D.2715@news.service.uci.edu> tclock@orion.oac.uci.edu (Tim Clock) writes:

>Tell *them* to stay home? :-) Sorry, terrible attempt at homour there.
>
>Alternative? Hell, I don't know. But...its perfectly possible to have
>objections to a particular policy while feeling that there is no 
>""alternative choice"".

Sealing off the Gaza Strip has the interesting side-effect of
demonstrating the non-viability of Gaza as an independent state.
Where are all of these people going to go to find work if they are
separated from Israel?  If they complain about having to show id cards
on the way to work, how will they feel about showing passports on the
way to work?

-- 
Jake Livni  jake@bony1.bony.com           Ten years from now, George Bush will
American-Occupied New York                   have replaced Jimmy Carter as the
My opinions only - employer has no opinions.    standard of a failed President.
",17
"From: abdkw@stdvax (David Ward)
Subject: Re: Questions about Titan IV and Ariane 5
Distribution: sci
Organization: Goddard Space Flight Center - Robotics Lab
Lines: 26
News-Software: VAX/VMS VNEWS 1.4-b1

In article <C50orq.7G0@news.cso.uiuc.edu>, gwg33762@uxa.cso.uiuc.edu (Garret W. Gengler) writes...
>In sci.space you write:
> 
>>Try the ENVIRONET database at GSFC. FTP to envnet.gsfc.nasa.gov or 
>>128.183.104.16, or call (310)286-5690.  They have data on STS, Ariane, Titan, 
>>Atlas, Delta and Scout launch environments.
> 
>Howdy.  Thanks for the info.
> 
>I tried ""anonymous"" FTP there, but it didn't work.
>I also tried telnetting to the same address, but it asked for a login
>and password, although there was a note saying that the new username for
>environet was ""envnet"".  
> 
>Anyways, do you have any idea what else I should try?
> 
>Thanks,
>Garret
> 
> 
The home office number for ENVIRONET is (301) 286-5690 (note area
code change).  A friend of mine used to use it to get LDEF data, but
he had to apply for a login name and password.  I have a call in for
more info, which I hope to get in the morning.

David W. @ GSFC
",14
"From: LMARSHA@cms.cc.wayne.edu (Laurie Marshall)
Subject: Re: Another travesty at the Joe Louis
Organization: Wayne State University, Detroit MI  U.S.A.
Lines: 31
NNTP-Posting-Host: cms.cc.wayne.edu

In article <1993Apr22.114213.3391@mtroyal.ab.ca>
caldwell8102@mtroyal.ab.ca writes:
 
>(Detroit, April 21)
>
>Most knowledgable observers once again watched in shock as the Detroit Red
>Wings again beat the best goaltender in the world six times en route to
>another easy victory over the best team in the NHL.
>
>For the best goaltender in the world, Felix Potvin, six was a bad number as
>he surrendered six goals and collected six minutes in penalties in reponse
>to the goon tactics employed by the inferior Red Wings team.
>
>                                                                Alan
>
>P.S. We told you this would happen, Roger. Didn't we? I love it.....
 
 
 
 
 
 Where is Roger anyway?  Haven't heard from him in awhile.  He must
be out on the golf course waiting for the Leafs to join him any day
now. : )
 
 
 
Laurie Marshall
Wayne State University
Detroit, Michigan
Go Wings!!!!
",10
"From: bell@plains.NoDak.edu (Robert Bell)
Subject: Honda Civic/Saturn SL1 Info needed
Distribution: na
Expires: Fri, 7 May 1993 04:00:00 GMT
Nntp-Posting-Host: plains.nodak.edu
Organization: North Dakota Higher Education Computing Network
Lines: 17

To anyone with experience about Honda Civic (EX or DX) or Saturn SL1:

I would be interested in knowing how reliable these cars are, how expensive
they are to own and operate (parts, maintenance, gas, insurance), if the
dealers are good, and if they actually live up to their economy image.

Another question:  what would I expect to pay for a Civic EX coupe with
automatic, air, and an AM/FM radio?

Mail to the address below or post to this group.

Thanks, 

Rob

bell@plains.nodak.edu

",7
"From: kaldis@romulus.rutgers.edu (Theodore A. Kaldis)
Subject: Re: New Study Out On Gay Percentage
Organization: Rutgers Univ., New Brunswick, N.J.
Lines: 31

In article <15436@optilink.COM> cramer@optilink.COM (Clayton Cramer) writes:

> [Some chump at Brandeis:]

>> I mean, how many people actually CARE how many people are gay (as long
>> as you know how to find/avoid them if you want to)?  I don't.

> If you don't care, why was so much effort put into promoting the
> 10% lie?  Because it was important to scare politicians into
> obedience.

I wouldn't worry too much about it, though.  We are starting to find
out how politically impotent homosexuals really are.  The Colorado
boycott has fizzled, Slick Willie was effectively prevented from
implementing his military policy wrt homosexuals by members of his
_OWN_ party, this new study casts a large shadow of doubt on their
claims of large numbers, and coming this Saturday they are going to
wind up with _TREMENDOUS_ egg on their face when, I submit, no more
than perhaps 35,000 queers will show up in Washington while they are
promising crowds in the millions.  And most of the ones who will be
there will look like ACT-UP and Queer Nation, not the guy working in
the next cubicle.  As if that's really going to play in middle
America.

Pretty soon they will find themselves retreating back into the closet
where they belong.
-- 
  The views expressed herein are   |  Theodore A. Kaldis
  my own only.  Do you seriously   |  kaldis@remus.rutgers.edu
  believe that a major university  |  {...}!rutgers!remus.rutgers.edu!kaldis
  as this would hold such views??? |
",18
"From: roby@chopin.udel.edu (Scott W Roby)
Subject: Re: What if the Dividians were black?
Nntp-Posting-Host: chopin.udel.edu
Organization: University of Delaware
Lines: 17

In article <1993Apr9.134525.21567@medtron.medtronic.com> rn11195@medtronic.COM (Robert Nehls) writes:
>Kenneth D. Whitehead (kdw@icd.ab.com) wrote:
>: oleary@cbnewsh.cb.att.com (brian.m.leary) writes:
>
>: > Questions for the media and the politically correct:
>: > 
  [...]
>: > If the people in the compound were black and the guys in ninja suits

Some of the Davidians *are* black.

Next question?


-- 


",16
"From: cy779@cleveland.Freenet.Edu (Anas Omran)
Subject: Re: Israeli Terrorism
Reply-To: cy779@cleveland.Freenet.Edu (Anas Omran)
Organization: Case Western Reserve University, Cleveland, OH (USA)
Lines: 18
NNTP-Posting-Host: slc4.ins.cwru.edu


In a previous article, adam@endor.uucp (Adam Shostack) says:

>In article <2BDAD779.24910@news.service.uci.edu> tclock@orion.oac.uci.edu (Tim Clock) writes:
>>In article <AMOSS.93Apr25163327@shuldig.cs.huji.ac.il> amoss@shuldig.cs.huji.ac.il (Amos Shapira) writes:
>>>cy779@cleveland.Freenet.Edu (Anas Omran) writes:
>
>>>Eh????  Could you please give me details about an event where a ""Neutral
>>>Observer"" was killed by purpose by an Israeli soldier?
>

There are many cases, but I do not remeber names.  The Isralis shot and killed
a UN observer in Gaza in the first half of Intifada.

I believe that most of the world has seen pictures of Israeli soldiers who
were breaking the cameras of the reporters, kicking reporters out, confiscating
cassettes, and showing reporters militery orders preventing them from going
to hot areas to pick pictures and make reports.
",17
"From: jack.petrilli@rose.com (jack petrilli)
Subject: HABS WIN, HABS WIN!!!
X-Gated-By: Usenet <==> RoseMail Gateway (v1.70)
Organization: Rose Media Inc, Toronto, Ontario.
Lines: 36

On April 23,  JBE5 <JBE5@MUSICB.MCGILL.CA> wrote:

J<--> 
J<--> Yahooooooooooooooooooooo!
J<--> 
J<--> What a game, we finally beat those diques...and in O.T.!
J<--> The Habs dominated this game and especially in O.T..

You realize that we dominated game 1 also and should be ahead in this 
series 2 - 1?

J<--> Glorieux were plagued by bad luck; the puck wouldn't bounce their
J<--> way.  But in O.T. they got their lucky break, the winning goal
J<--> went off Gusarov's skate.  Thank you Lord!!!!!!

And it's about time! We hit 2 posts in this overtime and 1 post in 
game 1's overtime. Let's hope that **we** start getting some luck for 
a change.

He played well in this game but Roy's inconsistency still makes me 
nervous. Otherwise, I'd say we're going to win this series, no sweat. 
It's all up to Patrick Roy to provide **consistent** goaltending.

J<--> And those damn Bruins lost in O.T., their down 3-0.  Congratulations
J<--> Buffalo!!
J<--> 
J<--> Life doesn't get better than this!!!!!!!!!

Agreed. <g> 

- Jack

 * Tagline Bad or Missing  NO CARRIER
---
   RoseReader 2.10  P003814 Entered at [ROSE]
   RoseMail 2.10 : RoseNet<=>Usenet Gateway : Rose Media 416-733-2285
",10
"From: moffatt@bnr.ca (John Thomson)
Subject: Re: What is Zero dB????
Nntp-Posting-Host: bcarhdd
Organization: Bell-Northern Research, Ottawa, Canada
X-Newsreader: TIN [version 1.1 PL6]
Lines: 47

Joseph Chiu (josephc@cco.caltech.edu) wrote:
: sehari@iastate.edu (Babak Sehari) writes:
: 
: >Similarly, people usually use dB for dBm. Another common mistake is spelling
: >``db'' instead of ``dB'' as you did in your article. See the ``B'' is for 
: >``Bell'' company, the mother of AT&T and should be capitalized.
: 
: Thus, a deciBell (deci-, l., tenth of + Bell) is a fractional part of the 
: original Bell.  For example, SouthWestern Bell is a deciBell.

Out of what hat did you pull this one?  dB is a ratio not an RBOC!        

: And the measure of current, Amp, is actually named after both the AMP company
: and the Amphenol company.  Both companies revolutionized electronics by
: simulatenously realizing that the performance of connectors and sockets 
: were affected by the amount of current running through the wires.

Sorry.  The unit for current is the AMPERE which is the name of a french-man
named AMPERE who studied electrical current.  The term AMP is just an abbreviation
of it.  The company AMP came after the AMPERE unit was already in use.
  
: The Ohmite company was the first to characterize resistances by numbers, thus
: our use of the Ohms...

I don't know about this one, but it doesn't sound right.
  
: 
: Alexander Graham Bell, actually, is where Bell came from...  
Well you got one thing right!
: 
: 
: 
: Actually, Bel refers
: 
: >                          With highest regards,
: >                               Babak   Sehari.
: 
: >-- 
: -- 
: Joseph Chiu        | josephc@cco.caltech.edu  ""OS/2: You gotta get this thing!"" 
: MSC 380 - Caltech  | 
: Pasadena, CA 91126 |   OS/2: The operating system of tomorrow, today.
: +1 818 449 5457    |   

Greg Moffatt
Bell-Northern Research Inc., Ottawa Canada
""My opinions; not BNR's""
",12
"From: pyron@skndiv.dseg.ti.com (Dillon Pyron)
Subject: Re: Founding Father questions
Lines: 35
Nntp-Posting-Host: skndiv.dseg.ti.com
Reply-To: pyron@skndiv.dseg.ti.com
Organization: TI/DSEG VAX Support


In article <1993Apr5.153951.25005@eagle.lerc.nasa.gov>, pspod@bigbird.lerc.nasa.gov (Steve Podleski) writes:
>arc@cco.caltech.edu (Aaron Ray Clements) writes:
>>Wasn't she the one making the comment in '88 about George being born with
>>a silver foot in his mouth?  Sounds like another damn politician to me.
>>
>>Ain't like the old days in Texas anymore.  The politicians may have been
>>corrupt then, but at least they'd take a stand.  (My apologies to a few
>>exceptions I can think of.)  
>>
>>News now is that the House may already have a two-thirds majority, so 
>>her ""opposition"" out of her concern for image (she's even said this
>>publicly) may not matter.
>
>Do people expect the Texans congressmen to act as the N.J. Republicans did?

There is a (likely) veto proof majority in the house.  The Senate,
unfortunately, is a different story.  The Lt.Gov. has vowed that the bill will
not be voted on, and he has the power to do it.  In addition, the Senate is a
much smaller, and more readily manipulated body.

On ther other hand, the semi-automatic ban will likely not live, as at least
fifty per cent of the house currently opposes it, and it is VERY far down in
the bill order in the Senate (I believe it will be addressed after the CCW
bill).

And I thought my TX Political Science class was a waste of time!
--
Dillon Pyron                      | The opinions expressed are those of the
TI/DSEG Lewisville VAX Support    | sender unless otherwise stated.
(214)462-3556 (when I'm here)     |
(214)492-4656 (when I'm home)     |God gave us weather so we wouldn't complain
pyron@skndiv.dseg.ti.com          |about other things.
PADI DM-54909                     |

",16
"From: graeme@labtam.labtam.oz.au (Graeme Gill)
Subject: Re: POVray : tga -> rle
Organization: Labtam Australia Pty. Ltd., Melbourne, Australia
Lines: 20

In article <ltqp28INNpa7@pageboy.cs.utexas.edu>, jhpark@cs.utexas.edu (Jihun Park) writes:
> Hello,
> I have some problem in converting tga file(generated by POVray) to
> rle file. When I convert, I do not get any warning message. But
> if I use xloadimage/getx11, something is wrong.
> 
> Error messages are,
> % targatorle -o o.rle data.tga
> % xloadimage o.rle
> o.rle is a 0x0 24 bit RLE image with no map (will dither to 8 bits), with gamma of 1.00
>   Dithering image...done
>   Building XImage...done
> xloadimage: X Error: BadValue (integer parameter out of range for operation) on 0x0
> xloadimage: X Error: BadWindow (invalid Window parameter) on 0xb00003
> ......

	This happens when your X server has run out of memory. You need
more memory or you need to quit any un-neccessary running clients.

	Graeme Gill.
",1
"From: bloom@inland.com
Subject: Re: extraordinary footpeg engineering
Organization: Inland Steel Company; East Chicago, IN
Lines: 18

In article <1993Apr15.001813.3907@csdvax.csd.unsw.edu.au>, exb0405@csdvax.csd.unsw.edu.au writes:
> Okay DoD'ers, here's a goddamn mystery for ya !
> 
> 
> The stud on the side of the bike that clunked when I turned was absent.  I'm
> fairly sure it was there before the event.  In fact, the thread in
> the hole in the footpeg was perfectly intact, with no evidence of something
> having been forcefully ripped out of it only moments previously.  
> 
> Okay all you engineering types, how the f**k do you explain this ?  How can you
> rip a tightly fitting steel thread out of a threaded hole (in alloy) without
> damaging the thread in the hole ?  

You can't knock a threaded stud out from its hole without destroying 
the threads.  Also part of the stud would still be in the hole. 
Therefore the stud was *not* in the hole before you touched something 
down on that side of the bike.
....Dr. Doom 
",8
"From: keast@qucis.queensu.ca (Liam John Keast)
Subject: Re: Trivia question
Organization: Computing & Information Science, Queen's University at Kingston
Lines: 29

In article <1993Apr23.102811.623@sei.cmu.edu> caj@sei.cmu.edu (Carol Jarosz) writes:
>
>While watching the Penguins/Devils game last night, I saw the ""slash"" that
>Barrasso took on the neck.  This brought to mind the goaltender who had his
>jugular vein cut by a skate.  I think he was a Sabre, but I'm not positive.
>Does anyone remember/know his name?  What has happened to him since?  What
>about the player whose skate cut the goalie?  Name?  Info?

That was Clint Malarchuk.  That was a very dangerous accident.  He could he
died right there on the ice.  However, he has played since  
but I don't know where he is now.  I think he is still playing but I'm
not positive.  He was a Sabre at the time.
I don't know who skated into him though.

>Has this ever happened before in a hockey game?   
>

I remember a couple of seasons before the Malarchuk incident Borje
Salming of Toronto fell down in the crease and someone skated into
his face.  That took a lot of stiches to fix.

>Thanks,
>
>Carol
>Go Pens!

Liam
Go Toronto (they'd better start going soon)!

",10
"From: TSOS@uni-duesseldorf.de (Detlef Lannert)
Subject: Re: Clipper considered harmful [Restated and amplified]
Organization: Universitaetsrechenzentrum, Heinrich-Heine-Universitaet, Duesseldorf
Lines: 47
Distribution: inet
NNTP-Posting-Host: lannert.rz.uni-duesseldorf.de
Summary: You can't fool it.

In article <WCS.93Apr26141950@rainier.ATT.COM> wcs@anchor.ho.att.com (Bill Stewart +1-908-949-0705) writes:

>   The serial number will be in a 64 bit block, with a 34 bit filler.  Doesn't
>   take a lot to check to see if that is correct.
>
>Depends on whether the filler is a constant (makes checking easy,
>but susceptible to replay), or variable (e.g. timer, counter, random),
>which makes replay harder and can also make it easier for the
>inquisitors to know if they've missed messages, or gotten them out of
>sequence, or other interesting things that sort of person might care about.

I'd use a secret (nope, obscure) cryptographic encoding to expand the 
30 bit serial number to a 64 bit block. The redundancy hereby introduced 
can be used to detect tampered Clipper signals where some public enemy 
replaced the L.E. block by random data. 

And of course the L.E. block would be used to initialise the encryption 
of the user data so that at the receiving end the correct L.E. block must 
be processed in order to have any chance of getting the plaintext back. 

For those of you who might want to mangle the L.E. block (e.g. by xor-ing 
a constant pattern) on the transmission line and restore it before feeding 
it into the receiving Crippler Chip I would add further encrypted copies 
of this block (perhaps created by repeated application of the encryption 
algorithm or so) at regular intervals during the transmission. If the 
receiving chip detects a mismatch it must assume that the line is bad and 
it will cease to work; in your own interest you are protected from getting 
faulty plaintext, you know -- it's just like a checksum for your own 
safety ;-(. 

The `monitoring agencies' won't have the famous black box which is needed 
for actual decryption and will be kept by the FBI; but nothing prevents 
them from using special boxes which will do the redundancy check for the 
serial number block and consistency checks on the embedded L.E. blocks 
within the transmission. These boxes will turn a red light on as soon as 
they detect a bitstream that violates the correct protocol.

So don't anyone think that you can use the chip and fool L.E. about the 
tapping key -- I bet the developpers have provided much better checks 
than those suggested above. Of course it's absolutely crucial that the 
algorithms (and protocols) remain secret. Personally I doubt they will.

--
Detlef Lannert       DC3EK       E-Mail: tsos@rz.uni-duesseldorf.de
PGP 2.2 key via server or finger lannert@clio.rz.uni-duesseldorf.de
""I am Psmith."" - ""Oh, you're Smith, are you?"" - ""With a preliminary
P. Which, however, is not sounded.""                   P.G.Wodehouse
",11
"From: rfbohan@unix1.tcd.ie (Bones)
Subject: Human Body data sets needed urgently
Nntp-Posting-Host: unix1.tcd.ie
Organization: Trinity College, Dublin
Lines: 8

Hi all.  I'm looking for datasets of a human body or head  in any
of the popular formats.  I'm doing a presentation tomorrow which
could be greatly enhanced by bringing in this 'human' factor.  I've
looked around the net with no sucess so far.  Anyone got any ideas?
I'd also appreciate info on the location of datasets for the
USS Enterprise (any model)
Thanks in advance,
Ronan
",1
"From: 18084TM@msu.edu (Tom)
Subject: Moonbase race
X-Added: Forwarded by Space Digest
Organization: [via International Space University]
Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU
Distribution: sci
Lines: 22

George William Herbert sez:

>Hmm.  $1 billion, lesse... I can probably launch 100 tons to LEO at
>$200 million, in five years, which gives about 20 tons to the lunar
>surface one-way.  Say five tons of that is a return vehicle and its
>fuel, a bigger Mercury or something (might get that as low as two
>tons), leaving fifteen tons for a one-man habitat and a year's supplies?
>Gee, with that sort of mass margins I can build the systems off
>the shelf for about another hundred million tops.  That leaves
>about $700 million profit.  I like this idea 8-)  Let's see
>if you guys can push someone to make it happen 8-) 8-)

I like your optimism, George.  I don't know doots about raising that kind
of dough, but if you need people to split the work and the $700M, you just
give me a ring :-)  Living alone for a year on the moon sounds horrid, but
I'd even try that, if I got a bigger cut.  :-)

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases,
18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.
-------------------------------------------------------------------------
",14
"From: paale@stud.cs.uit.no (Paal Ellingsen)
Subject: Re: BATF/FBI Murders Almost Everyone in Waco Today! 4/19
Organization: University of Tromsoe
Lines: 17

In article <1r0qsrINNc61@clem.handheld.com>, Jim De Arras writes:
|> Mr. Roby, you are a government sucking heartless bastard.  Humans died  
|> yesterday, humans who would not have died if the FBI had not taken the actions  
|> they did.  That is the undeniable truth. 

...the question is: for how long? Even if the FBI had done nothing, I guess the 
BDs would have committed suicide, but maybe not until hunger and thirst gave them
the choice between sucide or surrender. 
The BDs was warned in beforehand about the FBI action. They HAD the chance to
surrender and get a fair trial. No matter who started the fire, the BDs were 
responsible for 80+ peole dying. No one else.

-- 
============================================================================
Paal Ellingsen       | Borgensvingen 67/102 | Tlf.: 083 50933
paale@stud.cs.uit.no | 9100 Kvaloeysletta   | DATA = Dobbelt Arbeid Til Alle
============================================================================
",16
"From: tessmann@cs.ubc.ca (Markus Tessmann)
Subject: Re: Rumours about 3DO ???
Organization: Computer Science, University of B.C., Vancouver, B.C., Canada
Lines: 16
NNTP-Posting-Host: larry.cs.ubc.ca

stgprao@st.unocal.COM (Richard Ottolini) writes:

>They need a hit software product to encourage software sales of the product,
>i.e. the Pong, Pacman, VisiCalc, dBase, or Pagemaker of multi-media.
>There are some multi-media and digital television products out there already,
>albeit, not as capable as 3DO's.  But are there compelling reasons to buy
>such yet?  Perhaps someone in this news group will write that hit software :-)

I've just had the good fortune to be hired by Electronic Arts as Senior
Computer Graphics Artist at the Vancouver, Canada office.  :^)

The timing has a lot to do with the 3DO which EA is putting a lot of resources
into.  I do not know of any titles to be developed as yet but will be happy to
post as things develop.  I start there May 3.

	Markus Tessmann
",1
"From: ctwomey@vms.eurokom.ie
Subject: Old Irish/Gaelic TrueType font - synopsis of replies
Organization: EuroKom Conferencing Service
Lines: 44


RE: Irish/Gaelic TrueType Font wanted - synopsis

I wrote:
>Can anyone tell me where I can find an MS-Windows TrueType font
>that will give me the characters used in writing Irish/Gaelic
>in the old style?
>
>For example, in this font the letter T would look something
>like a C with a horizontal bar sitting on the top, and the
>letter G would look something like an S with a horizontal
>bar sitting on the top.
 
Many thanks to those who responded to my question.  Unfortunately I have
had no luck in actually getting such a font, and a lot of people interested
in geting one, and so I have decided to create my own truetype font fitting 
that description.  This font is based on that used in the 1904 issue of 
Dineen's dictionary and is typical of that found in Irish books from the 
early part of the century.  This may take me some time to do (in my
limited spare time) but I'll make it available to anyone who is interested, 
when it is ready.

The responses I received are summerised below:

Kevin Donnelly (caoimhin@smo.ac.uk) mentioned that Michael Everson
(everson@irlearn.ucd.ie) had developed some Clo/ Gaelach fonts
for the Macintosh and may be able to advise me.  I contacted Michael
and he told me that he has three fonts available for the Macintosh, and
that he will eventually port them to the PC, but that he will be charging 
IR 100 (about $160) for each one.

pbryant@ukelele.GCR.COM mentioned that he uses two font that have a
'nice Irish/Gaelic look to them'.  These are ""Durrow"" and ""American 
Uncial-Normal"".  I don't know where you can get these but I don't
think that they have the effects I am looking for.

Finally, rhiannon@netcom.com (Rhia) mentioned that the ""Meath"" font
included in the Casady & Greene Fluent Laser Fonts 2 package
is very much like what I was describing.  I faxed Casady & Greene for
info but got no reply.

So that's it.  I'll post these newsgroups when I make my font available.

Colum Twomey.
",2
"From: reus@klein.euromath.dk (Jens Peter Reus Christensen)
Subject: Apology to Anisa
Organization: /usr/users/mat/reus/.organization
Lines: 39
NNTP-Posting-Host: klein.euromath.dk


   I would like to publicly apologize to our Anisa Aldoubosh
   for playing :
****
Well Anisa I am not sure that I feel the necessary remorse.
You and another Muslim lady ( Hanan Ashrawi ) seems to me to
be some attempt to charm the west into forgetting what you
are really saying.
It is not that we hate muslims but we hate certain things you
are saying every now and then. And it is depressing to ponder the 
prospects for peace while those wievs are held by your people.
Not that we are better then you , we have our own prejudices
and vices in the West thank you. But your views are really 
depressing . Thus I have fallen in the temptation to tease
and make a little fun instead of ....
and have problems to mobilize the necessary remorse!

Best Regards


   
--
|------------------------------------------------------------|
|  Jens Peter Reus Christensen   |                           |
|  Associate professor, Dr. Phil.|                           |
|  Department of mathematics     | e-mail:reus@math.ku.dk    |
|  University of Copenhagen      |                           |
|  Universitetsparken 5          | phone: +45 353 20758      |
|  DK-2100 Copenhagen            | fax:   +45 353 20704      |
|------------------------------------------------------------|
|  Disclaimer: Except when explicitly stated otherwise any   |
|  message with this signature is the authors purely private |
|  responsibility.                                           |
|------------------------------------------------------------|
|  Motto : For everyone who has will be given more, and he   |
|  will have an abundance. Whoever does not have, even what  |
|  he has will be taken from him.                            |
|  Matthew principle - Matth.Ch.25 v.29                      |
|------------------------------------------------------------|
",17
"From: acm@Sun.COM (Andrew MacRae)
Subject: Re: arcade style buttons and joysticks
Reply-To: acm@Sun.COM (Andrew MacRae)
Organization: Sun Microsystems, Mountain View CA
Lines: 14
NNTP-Posting-Host: grendal.corp.sun.com

In article <1993Apr21.024036.7394@lynx.dac.northeastern.edu>, dnewman@lynx.dac.northeastern.edu (David F. Newman) writes:
 > Hi there,
 > Can anyone tell me where it is possible to purchase controls found
 > on most arcade style games.  Many projects I am working on would
 > be greatly augmented if I could implement them.  Thanx in advance.


HAP controls just outside Chicago sells these.  I don't remember which
suburb they are in.  The prices are pretty reasonable and they are
easy to hook up.  I bought a new coin mechanism from them for $25.00
a couple of years ago.

						Andrew MacRae
						
",12
